Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
CM062283.1	15353151	15355232	20	minus	Pro-MCH 1		0	protein-coding		KAK1906795.1	144	KUDE01_009191
CM062283.1	15365255	15375530	20	minus	Insulin-like growth factor I adult form		0	protein-coding		KAK1906370.1	218	KUDE01_008770
CM062283.1	15382904	15390998	20	minus	Zinc finger protein 91		0	protein-coding		KAK1906803.1	1080	KUDE01_009199
CM062283.1	15395799	15471387	20	minus	Ankyrin repeat and BTB/POZ domain containing protein BTBD11-A		0	protein-coding		KAK1906227.1	841	KUDE01_008629
CM062283.1	15506018	15513489	20	plus	Dynamin-3		0	protein-coding		KAK1906593.1	88	KUDE01_008989
CM062283.1	15537285	15538184	20	minus	Ankyrin repeat and BTB/POZ domain containing protein BTBD11-A		0	protein-coding		KAK1906577.1	299	KUDE01_008973
CM062283.1	15542814	15555809	20	plus	Cryptochrome-1		0	protein-coding		KAK1906911.1	620	KUDE01_009307
CM062283.1	15557895	15559034	20	minus	Transcription termination factor 2 mitochondrial		0	protein-coding		KAK1906834.1	379	KUDE01_009230
CM062283.1	15563602	15564441	20	plus	Troponin T cardiac muscle isoforms-like		0	protein-coding		KAK1906362.1	279	KUDE01_008762
CM062283.1	15576805	15586348	20	minus	Synaptotagmin-10		0	protein-coding		KAK1906926.1	551	KUDE01_009322
CM062283.1	15638438	15655317	20	plus	Liprin-beta-1		0	protein-coding		KAK1906634.1	850	KUDE01_009030
CM062283.1	15655605	15660472	20	minus	NADH-cytochrome b5 reductase 3		0	protein-coding		KAK1906133.1	299	KUDE01_008535
CM062283.1	15665402	15707810	20	minus	Synaptotagmin-1		0	protein-coding		KAK1906295.1	403	KUDE01_008696
CM062283.1	15742010	15742184	20	plus	Transthyretin		0	protein-coding		KAK1906167.1	58	KUDE01_008569
CM062283.1	15854244	15907848	20	minus	PRKC apoptosis WT1 regulator protein		0	protein-coding		KAK1906346.1	344	KUDE01_008746
CM062283.1	15916958	15936456	20	minus	Protein phosphatase 1 regulatory subunit 12A		0	protein-coding		KAK1906105.1	819	KUDE01_008507
CM062283.1	15965074	15965376	20	minus	Protein phosphatase 1 regulatory subunit 12A		0	protein-coding		KAK1906648.1	100	KUDE01_009044
CM062283.1	15989609	15992051	20	plus	40S ribosomal protein S16		0	protein-coding		KAK1906412.1	146	KUDE01_008810
CM062283.1	16021103	16022428	20	plus	Myogenic factor 6		0	protein-coding		KAK1906146.1	239	KUDE01_008548
CM062283.1	16026994	16029209	20	plus	Myogenic factor 5		0	protein-coding		KAK1906452.1	275	KUDE01_008850
CM062283.1	16073865	16110203	20	plus	Acyl-CoA synthetase short-chain family member 3 mitochondrial		0	protein-coding		KAK1906601.1	723	KUDE01_008997
CM062283.1	16115568	16130013	20	minus	Liprin-alpha-2		0	protein-coding		KAK1906758.1	498	KUDE01_009154
CM062283.1	16202757	16211310	20	minus	Orotate phosphoribosyltransferase		0	protein-coding		KAK1906808.1	94	KUDE01_009204
CM062283.1	16227862	16274499	20	minus	Liprin-alpha-2		0	protein-coding		KAK1906813.1	176	KUDE01_009209
CM062283.1	16276945	16279411	20	plus	30S ribosomal protein S8 chloroplastic		0	protein-coding		KAK1906658.1	115	KUDE01_009054
CM062283.1	16302938	16304391	20	minus	putative nuclease HARBI1		0	protein-coding		KAK1906710.1	260	KUDE01_009106
CM062283.1	16312459	16316285	20	plus	Cystine/glutamate transporter		0	protein-coding		KAK1906935.1	424	KUDE01_009331
CM062283.1	16317622	16317840	20	minus	Forkhead box protein M1		0	protein-coding		KAK1906257.1	72	KUDE01_008658
CM062283.1	16318035	16321624	20	minus	Forkhead box protein M1		0	protein-coding		KAK1906503.1	534	KUDE01_008900
CM062283.1	16323338	16347024	20	plus	Tubby-related protein 3		0	protein-coding		KAK1906416.1	542	KUDE01_008814
CM062283.1	16348851	16359366	20	minus	Protein mono-ADP-ribosyltransferase TIPARP		0	protein-coding		KAK1906241.1	909	KUDE01_008643
CM062283.1	16378556	16384958	20	minus	Hemoglobin subunit alpha-A		0	protein-coding		KAK1906176.1	99	KUDE01_008578
CM062283.1	16393063	16442026	20	plus	Pleiotrophin		0	protein-coding		KAK1906571.1	161	KUDE01_008967
CM062283.1	16393866	16394087	20	minus	ATP phosphoribosyltransferase regulatory subunit		0	protein-coding		KAK1906688.1	73	KUDE01_009084
CM062283.1	16448600	16450102	20	minus	Muscarinic acetylcholine receptor M2		0	protein-coding		KAK1906509.1	500	KUDE01_008906
CM062283.1	16515448	16516048	20	plus	Elongation factor P		0	protein-coding		KAK1906873.1	149	KUDE01_009269
CM062283.1	16516096	16517264	20	plus	Chromosome-associated kinesin KIF4		0	protein-coding		KAK1906611.1	335	KUDE01_009007
CM062283.1	16519989	16528346	20	minus	putative AC9 transposase		0	protein-coding		KAK1907018.1	225	KUDE01_009414
CM062283.1	16564720	16565786	20	plus	Photoreceptor cilium actin regulator		0	protein-coding		KAK1906588.1	289	KUDE01_008984
CM062283.1	16565824	16568049	20	plus	Dihydroorotase		0	protein-coding		KAK1906216.1	741	KUDE01_008618
CM062283.1	16570672	16576556	20	plus	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE		0	protein-coding		KAK1906325.1	131	KUDE01_008725
CM062283.1	16630275	16641347	20	plus	Myotrophin		0	protein-coding		KAK1906784.1	118	KUDE01_009180
CM062283.1	16669979	16670159	20	plus	Ribosome-releasing factor 2 mitochondrial		0	protein-coding		KAK1906177.1	60	KUDE01_008579
CM062283.1	16682293	16688370	20	plus	Protein FAM180A		0	protein-coding		KAK1906614.1	167	KUDE01_009010
CM062283.1	16749165	16756254	20	minus	Platelet glycoprotein 4		0	protein-coding		KAK1907010.1	466	KUDE01_009406
CM062283.1	16763157	16776564	20	plus	Guanine nucleotide-binding protein G(i) subunit alpha-1		0	protein-coding		KAK1906402.1	354	KUDE01_008800
CM062283.1	16823936	16824555	20	plus	Membrane-associated guanylate kinase WW and PDZ domain containing protein 2		0	protein-coding		KAK1906397.1	113	KUDE01_008795
CM062283.1	16844751	16845336	20	minus	Proline--tRNA ligase		0	protein-coding		KAK1906475.1	56	KUDE01_008872
CM062283.1	16865422	16865611	20	minus	hypothetical protein		0	protein-coding		KAK1906151.1	63	KUDE01_008553
CM062283.1	16927894	16930301	20	plus	hypothetical protein		0	protein-coding		KAK1906949.1	673	KUDE01_009345
CM062283.1	16975220	17015687	20	plus	Membrane-associated guanylate kinase WW and PDZ domain containing protein 2		0	protein-coding		KAK1906321.1	957	KUDE01_008721
CM062283.1	17069868	17073533	20	minus	Endoplasmic reticulum-Golgi intermediate compartment protein 2		0	protein-coding		KAK1906892.1	372	KUDE01_009288
CM062283.1	17076693	17096681	20	plus	Lysine-specific demethylase 7A		0	protein-coding		KAK1906887.1	850	KUDE01_009283
CM062283.1	17099167	17100692	20	minus	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2 mitochondrial		0	protein-coding		KAK1906727.1	101	KUDE01_009123
CM062283.1	17114728	17133335	20	plus	Inactive histone-lysine N-methyltransferase 2E		0	protein-coding		KAK1906787.1	1635	KUDE01_009183
CM062283.1	17138724	17158123	20	minus	LHFPL tetraspan subfamily member 3 protein		0	protein-coding		KAK1906171.1	109	KUDE01_008573
CM062283.1	17165524	17166212	20	minus	LHFPL tetraspan subfamily member 3 protein		0	protein-coding		KAK1906642.1	171	KUDE01_009038
CM062283.1	17167707	17174222	20	plus	Origin recognition complex subunit 5		0	protein-coding		KAK1906129.1	445	KUDE01_008531
CM062283.1	17176108	17178529	20	minus	Guanylyl cyclase-activating protein 1		0	protein-coding		KAK1906908.1	189	KUDE01_009304
CM062283.1	17178946	17180828	20	minus	Glucans biosynthesis glucosyltransferase H		0	protein-coding		KAK1906421.1	71	KUDE01_008819
CM062283.1	17181900	17193630	20	plus	Golgin subfamily B member 1		0	protein-coding		KAK1906947.1	2614	KUDE01_009343
CM062283.1	17193672	17195876	20	plus	Golgin subfamily B member 1		0	protein-coding		KAK1906494.1	309	KUDE01_008891
CM062283.1	17198538	17205249	20	plus	Src substrate cortactin		0	protein-coding		KAK1906138.1	437	KUDE01_008540
CM062283.1	17205197	17207118	20	minus	Protein LLP like		0	protein-coding		KAK1906208.1	124	KUDE01_008610
CM062283.1	17207456	17209030	20	plus	Peroxisome assembly protein 26		0	protein-coding		KAK1906858.1	273	KUDE01_009254
CM062283.1	17210958	17214890	20	plus	Ubl carboxyl-terminal hydrolase 18		0	protein-coding		KAK1906561.1	291	KUDE01_008957
CM062283.1	17235649	17247970	20	plus	G1/S-specific cyclin-D2		0	protein-coding		KAK1906473.1	288	KUDE01_008870
CM062283.1	17243923	17244579	20	plus	DNA-directed RNA polymerase subunit beta''		0	protein-coding		KAK1906274.1	218	KUDE01_008675
CM062283.1	17248653	17253610	20	plus	Fructose-26-bisphosphatase TIGAR B		0	protein-coding		KAK1906640.1	270	KUDE01_009036
CM062283.1	17255955	17257559	20	minus	Fibroblast growth factor 23		0	protein-coding		KAK1906959.1	273	KUDE01_009355
CM062283.1	17263044	17266013	20	minus	Fibroblast growth factor 6		0	protein-coding		KAK1906721.1	207	KUDE01_009117
CM062283.1	17271406	17271837	20	plus	Phosphatidylinositol 45-bisphosphate 5-phosphatase A		0	protein-coding		KAK1906253.1	112	KUDE01_008654
CM062283.1	17279047	17282420	20	plus	RAD51-associated protein 1		0	protein-coding		KAK1906696.1	323	KUDE01_009092
CM062283.1	17285601	17292601	20	plus	putative polypeptide N-acetylgalactosaminyltransferase 8		0	protein-coding		KAK1906876.1	627	KUDE01_009272
CM062283.1	17292970	17299124	20	minus	Adenosine deaminase 2-A		0	protein-coding		KAK1906221.1	502	KUDE01_008623
CM062283.1	17299709	17307096	20	minus	V-type proton ATPase subunit E 1		0	protein-coding		KAK1906172.1	226	KUDE01_008574
CM062283.1	17310336	17312206	20	plus	Bcl-2-like protein 13		0	protein-coding		KAK1906627.1	321	KUDE01_009023
CM062283.1	17316078	17317142	20	plus	Transcription factor Spi-C		0	protein-coding		KAK1906220.1	177	KUDE01_008622
CM062283.1	17318874	17320308	20	plus	Transcription factor Spi-C		0	protein-coding		KAK1906707.1	216	KUDE01_009103
CM062283.1	17323235	17352226	20	plus	Myosin-binding protein C slow-type		0	protein-coding		KAK1906337.1	1299	KUDE01_008737
CM062283.1	17352260	17353720	20	minus	Structural maintenance of chromosomes protein 4		0	protein-coding		KAK1906234.1	67	KUDE01_008636
CM062283.1	17353887	17360095	20	plus	Cholinephosphotransferase 1		0	protein-coding		KAK1906178.1	383	KUDE01_008580
CM062283.1	17392030	17394169	20	plus	DNA damage-regulated autophagy modulator protein 1		0	protein-coding		KAK1906232.1	210	KUDE01_008634
CM062283.1	17395776	17398797	20	minus	WASH complex subunit 3		0	protein-coding		KAK1906374.1	226	KUDE01_008774
CM062283.1	17399333	17403788	20	plus	Zinc finger protein 271		0	protein-coding		KAK1906937.1	1011	KUDE01_009333
CM062283.1	17408344	17409432	20	plus	Tetraspanin-7		0	protein-coding		KAK1907019.1	362	KUDE01_009415
CM062283.1	17412889	17419777	20	plus	Differentially expressed in FDCP 6 like		0	protein-coding		KAK1906988.1	531	KUDE01_009384
CM062283.1	17420672	17423484	20	plus	Malonyl-CoA-acyl carrier protein transacylase mitochondrial		0	protein-coding		KAK1906886.1	367	KUDE01_009282
CM062283.1	17423990	17425386	20	minus	hypothetical protein		0	protein-coding		KAK1906579.1	155	KUDE01_008975
CM062283.1	17429413	17430700	20	plus	putative tubulin polyglutamylase TTLL1		0	protein-coding		KAK1906606.1	200	KUDE01_009002
CM062283.1	17474584	17475436	20	plus	Protein kinase C and casein kinase substrate in neurons protein 2		0	protein-coding		KAK1906763.1	139	KUDE01_009159
CM062283.1	17475457	17487372	20	plus	hypothetical protein		0	protein-coding		KAK1906901.1	319	KUDE01_009297
CM062283.1	17488055	17492864	20	plus	ADP-ribosylation factor GTPase-activating protein 3		0	protein-coding		KAK1906993.1	514	KUDE01_009389
CM062283.1	17496106	17500474	20	plus	Inhibitor of nuclear factor kappa-B kinase-interacting protein		0	protein-coding		KAK1906322.1	527	KUDE01_008722
CM062283.1	17503603	17507008	20	minus	Cytoskeleton-associated protein 4		0	protein-coding		KAK1906086.1	405	KUDE01_008488
CM062283.1	17509026	17541899	20	plus	UHRF1-binding protein 1-like		0	protein-coding		KAK1906654.1	1409	KUDE01_009050
CM062283.1	17600919	17603937	20	plus	Ankyrin repeat and sterile alpha motif domain containing protein 1B		0	protein-coding		KAK1906853.1	94	KUDE01_009249
CM062283.1	17621513	17636188	20	plus	Ankyrin repeat and sterile alpha motif domain containing protein 1B		0	protein-coding		KAK1906628.1	210	KUDE01_009024
CM062283.1	17733672	17777637	20	plus	Ankyrin repeat and sterile alpha motif domain containing protein 1B		0	protein-coding		KAK1906615.1	509	KUDE01_009011
CM062283.1	17797819	17832787	20	minus	Apoptotic protease-activating factor 1		0	protein-coding		KAK1906837.1	490	KUDE01_009233
CM062283.1	17844919	17851329	20	minus	T-complex protein 11-like protein 2		0	protein-coding		KAK1906665.1	521	KUDE01_009061
CM062283.1	17857205	17861385	20	plus	DEP domain containing protein 7		0	protein-coding		KAK1906266.1	524	KUDE01_008667
CM062283.1	17866200	17873967	20	plus	SCY1-like protein 2		0	protein-coding		KAK1906605.1	918	KUDE01_009001
CM062283.1	17876908	17886329	20	minus	Zinc finger CCCH-type antiviral protein 1		0	protein-coding		KAK1906213.1	708	KUDE01_008615
CM062283.1	17886789	17888532	20	plus	hypothetical protein		0	protein-coding		KAK1906618.1	301	KUDE01_009014
CM062283.1	17889550	17899675	20	minus	Epiphycan		0	protein-coding		KAK1906991.1	568	KUDE01_009387
CM062283.1	17904662	17905856	20	minus	Keratocan		0	protein-coding		KAK1906466.1	343	KUDE01_008864
CM062283.1	17912544	17916427	20	minus	Lumican		0	protein-coding		KAK1906250.1	342	KUDE01_008651
CM062283.1	17926713	17945131	20	minus	Decorin		0	protein-coding		KAK1906440.1	367	KUDE01_008838
CM062283.1	17972338	17974712	20	minus	Asporin		0	protein-coding		KAK1906244.1	673	KUDE01_008646
CM062283.1	18023577	18030150	20	minus	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase		0	protein-coding		KAK1906599.1	139	KUDE01_008995
CM062283.1	18046794	18050615	20	minus	Protein BTG1		0	protein-coding		KAK1906967.1	181	KUDE01_009363
CM062283.1	18050750	18051070	20	minus	Ferritin-3 chloroplastic		0	protein-coding		KAK1906124.1	106	KUDE01_008526
CM062283.1	18093774	18097217	20	minus	Arginine repressor		0	protein-coding		KAK1907008.1	74	KUDE01_009404
CM062283.1	18106460	18113702	20	minus	Protein FAM3C		0	protein-coding		KAK1906500.1	227	KUDE01_008897
CM062283.1	18114670	18123565	20	minus	Sortilin		0	protein-coding		KAK1906961.1	792	KUDE01_009357
CM062283.1	18127117	18135442	20	minus	Hypoxia-inducible lipid droplet-associated protein		0	protein-coding		KAK1906444.1	100	KUDE01_008842
CM062283.1	18135853	18150063	20	plus	Inosine-5'-monophosphate dehydrogenase 1b		0	protein-coding		KAK1906233.1	579	KUDE01_008635
CM062283.1	18153854	18170265	20	minus	Proline-rich transmembrane protein 4		0	protein-coding		KAK1906154.1	1100	KUDE01_008556
CM062283.1	18184504	18187924	20	plus	Transmembrane protein 53		0	protein-coding		KAK1906169.1	342	KUDE01_008571
CM062283.1	18190349	18191041	20	minus	Leptin-B		0	protein-coding		KAK1906108.1	140	KUDE01_008510
CM062283.1	18209838	18220002	20	minus	Guanylate-binding protein 2		0	protein-coding		KAK1906637.1	151	KUDE01_009033
CM062283.1	18313788	18314132	20	minus	L-fuculokinase		0	protein-coding		KAK1906547.1	114	KUDE01_008943
CM062283.1	18315037	18315233	20	minus	DExH-box ATP-dependent RNA helicase DExH6		0	protein-coding		KAK1906139.1	65	KUDE01_008541
CM062283.1	18372602	18394433	20	minus	Transposable element P transposase		0	protein-coding		KAK1906332.1	294	KUDE01_008732
CM062283.1	18427912	18576050	20	minus	Staphylococcal nuclease domain containing protein 1		0	protein-coding		KAK1906589.1	631	KUDE01_008985
CM062283.1	18576074	18602850	20	minus	Staphylococcal nuclease domain containing protein 1		0	protein-coding		KAK1906936.1	452	KUDE01_009332
CM062283.1	18607793	18611818	20	plus	Paired box protein Pax-4		0	protein-coding		KAK1906694.1	391	KUDE01_009090
CM062283.1	18618078	18639187	20	minus	Hepatocyte growth factor		0	protein-coding		KAK1906885.1	639	KUDE01_009281
CM062283.1	18659021	18708532	20	minus	Voltage-dependent calcium channel subunit alpha-2/delta-1		0	protein-coding		KAK1906715.1	987	KUDE01_009111
CM062283.1	18781928	18787787	20	minus	Protein piccolo		0	protein-coding		KAK1906292.1	311	KUDE01_008693
CM062283.1	18788877	18818487	20	minus	Protein piccolo		0	protein-coding		KAK1906872.1	3361	KUDE01_009268
CM062283.1	18833242	18838270	20	minus	Protein piccolo		0	protein-coding		KAK1906695.1	445	KUDE01_009091
CM062283.1	18852992	18869784	20	minus	Semaphorin-3aa		0	protein-coding		KAK1906756.1	821	KUDE01_009152
CM062283.1	18887861	18888688	20	plus	Serine/threonine-protein kinase atg1		0	protein-coding		KAK1906595.1	124	KUDE01_008991
CM062283.1	18896340	18899274	20	minus	Guanylate kinase		0	protein-coding		KAK1906381.1	72	KUDE01_008781
CM062283.1	18953065	18954149	20	plus	Endoribonuclease Dicer		0	protein-coding		KAK1906460.1	100	KUDE01_008858
CM062283.1	18969103	18983873	20	minus	Tetraspanin-11		0	protein-coding		KAK1906263.1	254	KUDE01_008664
CM062283.1	18996443	19009606	20	plus	Protein arginine N-methyltransferase 8-B		0	protein-coding		KAK1906267.1	405	KUDE01_008668
CM062283.1	19016119	19037630	20	minus	EF-hand calcium-binding domain containing protein 4B		0	protein-coding		KAK1906142.1	812	KUDE01_008544
CM062283.1	19039005	19041811	20	minus	Thyroid transcription factor 1-associated protein 26 like		0	protein-coding		KAK1906101.1	259	KUDE01_008503
CM062283.1	19042368	19057230	20	plus	Methyltransferase-like protein 25		0	protein-coding		KAK1906555.1	576	KUDE01_008951
CM062283.1	19058830	19066412	20	plus	MFS-type transporter 1		0	protein-coding		KAK1906148.1	66	KUDE01_008550
CM062283.1	19133868	19134340	20	minus	Protein mono-ADP-ribosyltransferase PARP11		0	protein-coding		KAK1906545.1	94	KUDE01_008941
CM062283.1	19135952	19139011	20	minus	Protein mono-ADP-ribosyltransferase PARP11		0	protein-coding		KAK1906630.1	349	KUDE01_009026
CM062283.1	19143802	19152543	20	plus	Sodium- and chloride-dependent GABA transporter 2		0	protein-coding		KAK1906724.1	469	KUDE01_009120
CM062283.1	19154397	19155070	20	minus	N-acetylmuramic acid 6-phosphate etherase		0	protein-coding		KAK1906772.1	148	KUDE01_009168
CM062283.1	19178159	19189040	20	plus	Sodium- and chloride-dependent GABA transporter 1		0	protein-coding		KAK1906134.1	577	KUDE01_008536
CM062283.1	19192966	19209838	20	minus	IQ motif and SEC7 domain containing protein 3		0	protein-coding		KAK1906735.1	429	KUDE01_009131
CM062283.1	19212063	19212854	20	plus	LINE-1 retrotransposable element ORF1 protein		0	protein-coding		KAK1906222.1	263	KUDE01_008624
CM062283.1	19233869	19259754	20	minus	IQ motif and SEC7 domain containing protein 3		0	protein-coding		KAK1906912.1	540	KUDE01_009308
CM062283.1	19293028	19295834	20	minus	Homoserine kinase		0	protein-coding		KAK1906356.1	76	KUDE01_008756
CM062283.1	19307732	19308328	20	minus	IQ motif and SEC7 domain containing protein 3		0	protein-coding		KAK1906196.1	198	KUDE01_008598
CM062283.1	19315424	19318924	20	plus	Coiled-coil domain containing protein 106		0	protein-coding		KAK1906110.1	201	KUDE01_008512
CM062283.1	19337717	19341761	20	minus	Troponin I slow skeletal muscle		0	protein-coding		KAK1906610.1	190	KUDE01_009006
